Açao Orçamentária;Categoria de Programação;Unidade Administrativa;Despesa Agregada;Plano Interno;GND;Elemento;Subelemento;Item de Despesa;Proposta UA-1;Proposta Final
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;TRANSPORTE DE URNAS ELETRÔNICAS;UEL TRANSP;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.74 - FRETES E TRANSPORTE DE ENCOMENDAS;FRETES E TRANSPORTES DE ENCOMENDAS;195.000,00;195.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE COMBUSTÍVEIS;FUN COMBUS;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.01 - COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;COMBUSTÍVEIS E LUBRIFICANTES AUTOMOTIVOS;44.000,00;44.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE DESPESAS COM TELEFONIA;FUN TELEFO;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.58 - SERVIÇOS DE TELECOMUNICAÇÕES;SERVIÇOS DE TELEFONIA MÓVEL E CELULAR;40.000,00;40.000,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;FOLDERS IMPRESSOS MATERIA ELEITORAL;1.249,56;1.249,56
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;INSTRUÇÕES PARA MESÁRIO;5.990,46;5.990,46
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.16 - MATERIAL DE EXPEDIENTE;MATERIAL DE EXPEDIENTE;11.546,64;11.546,64
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE MATERIAL DE CONSUMO;FUN MATCON;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.17 - MATERIAL DE PROCESSAMENTO DE DADOS;PEN DRIVE;2.500,00;2.500,00
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE SERVIÇOS DE COMUNICAÇÃO EM GERAL;FUN COMUNI;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.30 - MATERIAL PARA COMUNICAÇÕES;MATERIAL PARA COMUNICAÇÕES;964,41;964,41
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ADICIONAL DE SERVIÇOS DE COMUNICAÇÃO EM GERAL;FUN COMUNI;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.47 - SERVIÇOS DE COMUNICAÇÃO EM GERAL;DESPESAS COM POSTAGENS, CORRESPONDÊNCIAS E ENCOMENDAS;4.822,05;4.822,05
02.061.0570.4269.0001 - PLEITOS ELEITORAIS - NACIONAL;PLEITOS ELEITORAIS;ASPLAN - ASSESSORIA DE PLANEJAMENTO;ALIMENTAÇÃO DE SERVIDORES E COLABORADORES;FUN ALIMEN;33 - OUTRAS DESPESAS CORRENTES;33.90.46 - AUXÍLIO ALIMENTAÇÃO;3390.46.01 - INDENIZAÇÃO AUXILIO-ALIMENTAÇÃO;AUXÍLIO ALIMENTAÇÃO;143.680,00;124.432,00
